amenities,descripcion,nombre,score
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free shuttle or taxi services,Business Center with Internet Access,Conference facilities,Secured parking,Wifi,Outdoor pool,Fitness / spa locker rooms,Sauna,Restaurant,Breakfast buffet,Snack bar,Airport transportation,Banquet room,Meeting rooms,Spa,Massage,Newspaper,Non-smoking hotel,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",,Sheraton Guayaquil Hotel,4.5
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Game room,Billiards,Kids stay free,Paid private parking nearby,Wifi,Outdoor pool,Fitness / spa locker rooms,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Complimentary welcome drink,Kids' meals,Wine / champagne,Patio,Table tennis,Board games / puzzles,Video game console,Children Activities (Kid / Family Friendly),Kids pool,Highchairs available,Pets Allowed ( Dog / Pet Friendly ),Free airport transportation,Shuttle bus service,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Solarium,Rooftop terrace,24-hour security,Baggage storage,Concierge,Non-smoking hotel,Sun deck,Sun terrace,Doorperson,First aid kit,24-hour check-in,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Laundry service,Ironing service,Blackout curtains,Soundproof rooms,Air conditioning,Desk,Housekeeping,Refrigerator,Cable / satellite TV,Bath / shower,Interconnected rooms available,Room service,Safe,Separate living room,Sofa,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Private bathrooms,Wake-up service / alarm clock,Flatscreen TV,Radio,Hair dryer,City view,Pool view,Bridal suite,Non-smoking rooms,Suites,Family rooms",,"Grand Hotel Guayaquil, Ascend Hotel Collection",4.5
"Parking garage,Free internet,Bar / lounge,Books, DVDs, music for children,Airport transportation,Baggage storage,Non-smoking hotel,24-hour front desk,Wifi,Breakfast available,Snack bar,Shared lounge / TV area,Laundry service,Air conditioning,Housekeeping,Safe,Non-smoking rooms,Family rooms",,Villa64,4.5
"Paid private parking nearby,Free High Speed Internet (WiFi),Wifi,Free breakfast,Breakfast available,Airport transportation,Non-smoking hotel,Laundry service,Air conditioning,Flatscreen TV,Non-smoking rooms,Family rooms",,Macaw,5.0
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Airport transportation,Business Center with Internet Access,Conference facilities,Massage,Parking garage,Wifi,Fitness / spa locker rooms,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Snack bar,Special diet menus,Shuttle bus service,Banquet room,Meeting rooms,Salon,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,VIP room facilities,Flatscreen TV,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Unipark Hotel,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Wifi,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Airport transportation,Shuttle bus service,Taxi service,Banquet room,Meeting rooms,Massage,Salon,Baggage storage,Concierge,Non-smoking hotel,Butler service,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Interconnected rooms available,Room service,Safe,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Oro Verde Guayaquil,4.5
"Street parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Baggage storage,Concierge,24-hour front desk,Laundry service,Wifi,Outdoor pool,Bar / lounge,Non-smoking hotel,Shared bathroom,Shared kitchen,Shared lounge / TV area,Safe,Kitchenette,Family rooms",,Hostel Nucapacha,4.0
"Street parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Baggage storage,Concierge,24-hour front desk,Laundry service,Wifi,Outdoor pool,Bar / lounge,Non-smoking hotel,Shared bathroom,Shared kitchen,Shared lounge / TV area,Safe,Kitchenette,Family rooms",,Hostel Nucapacha,4.0
,,,
"Street parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Baggage storage,Concierge,24-hour front desk,Laundry service,Wifi,Outdoor pool,Bar / lounge,Non-smoking hotel,Shared bathroom,Shared kitchen,Shared lounge / TV area,Safe,Kitchenette,Family rooms",,Hostel Nucapacha,4.0
"Street parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Baggage storage,Concierge,24-hour front desk,Laundry service,Wifi,Outdoor pool,Bar / lounge,Non-smoking hotel,Shared bathroom,Shared kitchen,Shared lounge / TV area,Safe,Kitchenette,Family rooms",,Hostel Nucapacha,4.0
"Street parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Baggage storage,Concierge,24-hour front desk,Laundry service,Wifi,Outdoor pool,Bar / lounge,Non-smoking hotel,Shared bathroom,Shared kitchen,Shared lounge / TV area,Safe,Kitchenette,Family rooms",,Hostel Nucapacha,4.0
,,,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Wifi,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Airport transportation,Shuttle bus service,Taxi service,Banquet room,Meeting rooms,Massage,Salon,Baggage storage,Concierge,Non-smoking hotel,Butler service,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Interconnected rooms available,Room service,Safe,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Oro Verde Guayaquil,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Wifi,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Airport transportation,Shuttle bus service,Taxi service,Banquet room,Meeting rooms,Massage,Salon,Baggage storage,Concierge,Non-smoking hotel,Butler service,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Interconnected rooms available,Room service,Safe,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Oro Verde Guayaquil,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Wifi,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Airport transportation,Shuttle bus service,Taxi service,Banquet room,Meeting rooms,Massage,Salon,Baggage storage,Concierge,Non-smoking hotel,Butler service,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Interconnected rooms available,Room service,Safe,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Oro Verde Guayaquil,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Wifi,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Airport transportation,Shuttle bus service,Taxi service,Banquet room,Meeting rooms,Massage,Salon,Baggage storage,Concierge,Non-smoking hotel,Butler service,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Interconnected rooms available,Room service,Safe,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Oro Verde Guayaquil,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,4.5
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Airport transportation,Business Center with Internet Access,Conference facilities,Massage,Parking garage,Wifi,Fitness / spa locker rooms,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Snack bar,Special diet menus,Shuttle bus service,Banquet room,Meeting rooms,Salon,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,VIP room facilities,Flatscreen TV,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Unipark Hotel,4.5
